DOI
https://doi.org/10.1001/JAMANETWORKOPEN.2024.12055
https://doi.org/10.1001/JAMAPSYCHIATRY.2023.2996
https://doi.org/10.1002/1097-0088(200008)20:10<1077::AID-JOC517>3.0.CO;2-T
https://doi.org/10.1002/1438-390X.12104
https://doi.org/10.1002/1438-390X.12112
https://doi.org/10.1002/15-1061
https://doi.org/10.1002/2012WR013405
https://doi.org/10.1002/2013GB004580
https://doi.org/10.1002/2013GB004585
https://doi.org/10.1002/2013GB004598
https://doi.org/10.1002/2013GB004600
https://doi.org/10.1002/2013GB004619
https://doi.org/10.1002/2013GB004654
https://doi.org/10.1002/2013GB004655
https://doi.org/10.1002/2013GB004665
https://doi.org/10.1002/2013GB004678
https://doi.org/10.1002/2013GB004679
https://doi.org/10.1002/2013GB004683
https://doi.org/10.1002/2013GB004715
https://doi.org/10.1002/2013GB004739
https://doi.org/10.1002/2013GB004786
https://doi.org/10.1002/2013GB004790
https://doi.org/10.1002/2013GC004994
https://doi.org/10.1002/2013GL057467
https://doi.org/10.1002/2013GL058167
https://doi.org/10.1002/2013GL058267
https://doi.org/10.1002/2013GL058295
https://doi.org/10.1002/2013GL058324
https://doi.org/10.1002/2013GL058373
https://doi.org/10.1002/2013GL058987
https://doi.org/10.1002/2013GL059174
https://doi.org/10.1002/2013JC009307
https://doi.org/10.1002/2013JC009337
https://doi.org/10.1002/2013JC009356
https://doi.org/10.1002/2013JC009425
https://doi.org/10.1002/2013JC009505
https://doi.org/10.1002/2013JC009513
https://doi.org/10.1002/2013JC009514
https://doi.org/10.1002/2013JC009579
https://doi.org/10.1002/2013JC009725
https://doi.org/10.1002/2013JC009739
https://doi.org/10.1002/2013JC009762
https://doi.org/10.1002/2013JD019813
https://doi.org/10.1002/2013JD019886
https://doi.org/10.1002/2013JD019912
https://doi.org/10.1002/2013JD020062
https://doi.org/10.1002/2013JD020175
https://doi.org/10.1002/2013JD020205
https://doi.org/10.1002/2013JD020235
https://doi.org/10.1002/2013JD020272
https://doi.org/10.1002/2013JD020301
https://doi.org/10.1002/2013JD020316
https://doi.org/10.1002/2013JD020500
https://doi.org/10.1002/2013JD020630
https://doi.org/10.1002/2013JD020657
https://doi.org/10.1002/2013JD020699
https://doi.org/10.1002/2013JD020824
https://doi.org/10.1002/2013JD020905
https://doi.org/10.1002/2013JD020958
https://doi.org/10.1002/2013JD021026
https://doi.org/10.1002/2013JD021099
https://doi.org/10.1002/2013JD021108
https://doi.org/10.1002/2013JD021113
https://doi.org/10.1002/2013JD021130
https://doi.org/10.1002/2013JD021161
https://doi.org/10.1002/2013JD021173
https://doi.org/10.1002/2013JD021186
https://doi.org/10.1002/2013JD021228
https://doi.org/10.1002/2013JD021297
https://doi.org/10.1002/2013JD021303
https://doi.org/10.1002/2013JD021340
https://doi.org/10.1002/2013JD021374
https://doi.org/10.1002/2013JD021396
https://doi.org/10.1002/2013JD021397
https://doi.org/10.1002/2013JD021406
https://doi.org/10.1002/2013JD021424
https://doi.org/10.1002/2013JD021426
https://doi.org/10.1002/2013JG002306
https://doi.org/10.1002/2013JG002327
https://doi.org/10.1002/2013JG002358
https://doi.org/10.1002/2013JG002365
https://doi.org/10.1002/2013JG002381
https://doi.org/10.1002/2013JG002382
https://doi.org/10.1002/2013JG002392
https://doi.org/10.1002/2013JG002398
https://doi.org/10.1002/2013JG002409
https://doi.org/10.1002/2013JG002411
https://doi.org/10.1002/2013JG002442
https://doi.org/10.1002/2013JG002446
https://doi.org/10.1002/2013JG002456
https://doi.org/10.1002/2013JG002532
https://doi.org/10.1002/2013JG002535
https://doi.org/10.1002/2013JG002553
https://doi.org/10.1002/2013JG002569
https://doi.org/10.1002/2013JG002572
https://doi.org/10.1002/2013JG002577
https://doi.org/10.1002/2013JG002591
https://doi.org/10.1002/2013MS000241
https://doi.org/10.1002/2013MS000246
https://doi.org/10.1002/2013MS000252
https://doi.org/10.1002/2013MS000265
https://doi.org/10.1002/2013MS000279
https://doi.org/10.1002/2013MS000298
https://doi.org/10.1002/2013PA002523
https://doi.org/10.1002/2013PA002532
https://doi.org/10.1002/2013PA002543
https://doi.org/10.1002/2013PA002557
https://doi.org/10.1002/2013PA002578
https://doi.org/10.1002/2013RG000431
https://doi.org/10.1002/2013RG000440
https://doi.org/10.1002/2013WR013807
https://doi.org/10.1002/2013WR014087
https://doi.org/10.1002/2013WR014091
https://doi.org/10.1002/2013WR014281
https://doi.org/10.1002/2013WR014283
https://doi.org/10.1002/2013WR014500
https://doi.org/10.1002/2013WR014516
https://doi.org/10.1002/2013WR014566
https://doi.org/10.1002/2013WR014588
https://doi.org/10.1002/2013WR014630
https://doi.org/10.1002/2013WR014633
https://doi.org/10.1002/2013WR014714
https://doi.org/10.1002/2013WR014719
https://doi.org/10.1002/2013WR014787
https://doi.org/10.1002/2013WR014872
https://doi.org/10.1002/2013WR014964
https://doi.org/10.1002/2013WR014988
https://doi.org/10.1002/2013WR015044
https://doi.org/10.1002/2013WR015096
